No,Time,Replicate,media,OD,Strain
1059,36,3,DM29 + Mucin Type II,0.34010002,MS004
1060,36,3,DM29 + GlcNAc,0.106100008,MS004
1061,36,3,DM29 + Sialic Acid,0.110999986,MS004
1062,39,1,DM29,0.160099998,MS004
1063,39,1,DM29 + Glucose,0.209500015,MS004
1064,39,1,DM29 + Galactose,0.218999982,MS004
1065,39,1,DM29 + Mucin Type II,0.391199976,MS004
1066,39,1,DM29 + GlcNAc,0.098399997,MS004
1067,39,1,DM29 + Sialic Acid,0.103799999,MS004
1068,39,2,DM29,0.214699998,MS004
1069,39,2,DM29 + Glucose,0.207599997,MS004
1070,39,2,DM29 + Galactose,0.231999993,MS004
1071,39,2,DM29 + Mucin Type II,0.355200023,MS004
1072,39,2,DM29 + GlcNAc,0.100299999,MS004
1073,39,2,DM29 + Sialic Acid,0.094899997,MS004
1074,39,3,DM29,0.213900015,MS004
1075,39,3,DM29 + Glucose,0.193500012,MS004
1076,39,3,DM29 + Galactose,0.264299989,MS004
1077,39,3,DM29 + Mucin Type II,0.362599999,MS004
1078,39,3,DM29 + GlcNAc,0.099800006,MS004
1079,39,3,DM29 + Sialic Acid,0.101699993,MS004
1080,42,1,DM29,0.168899998,MS004
1081,42,1,DM29 + Glucose,0.173999995,MS004
1082,42,1,DM29 + Galactose,0.213200003,MS004
1083,42,1,DM29 + Mucin Type II,0.404199988,MS004
1084,42,1,DM29 + GlcNAc,0.094600007,MS004
1085,42,1,DM29 + Sialic Acid,0.096399993,MS004
1086,42,2,DM29,0.209700003,MS004
1087,42,2,DM29 + Glucose,0.170700014,MS004
1088,42,2,DM29 + Galactose,0.233999997,MS004
1089,42,2,DM29 + Mucin Type II,0.377400011,MS004
1090,42,2,DM29 + GlcNAc,0.097100005,MS004
1091,42,2,DM29 + Sialic Acid,0.090799987,MS004
1092,42,3,DM29,0.213300005,MS004
1093,42,3,DM29 + Glucose,0.163800001,MS004
1094,42,3,DM29 + Galactose,0.255699992,MS004
1095,42,3,DM29 + Mucin Type II,0.381000012,MS004
1096,42,3,DM29 + GlcNAc,0.096900001,MS004
1097,42,3,DM29 + Sialic Acid,0.094299987,MS004
1098,45,1,DM29,0.160999999,MS004
1099,45,1,DM29 + Glucose,0.156599999,MS004
1100,45,1,DM29 + Galactose,0.218899995,MS004
1101,45,1,DM29 + Mucin Type II,0.437299997,MS004
1102,45,1,DM29 + GlcNAc,0.093500003,MS004
1103,45,1,DM29 + Sialic Acid,0.093999997,MS004
1104,45,2,DM29,0.212800011,MS004
1105,45,2,DM29 + Glucose,0.15290001,MS004
1106,45,2,DM29 + Galactose,0.231399983,MS004
1107,45,2,DM29 + Mucin Type II,0.416799992,MS004
1108,45,2,DM29 + GlcNAc,0.095799997,MS004
1109,45,2,DM29 + Sialic Acid,0.0898,MS004
1110,45,3,DM29,0.20920001,MS004
1111,45,3,DM29 + Glucose,0.150299996,MS004
1112,45,3,DM29 + Galactose,0.230399996,MS004
1113,45,3,DM29 + Mucin Type II,0.417899996,MS004
1114,45,3,DM29 + GlcNAc,0.095200002,MS004
1115,45,3,DM29 + Sialic Acid,0.092500001,MS004
1116,48,1,DM29,0.156900003,MS004
1117,48,1,DM29 + Glucose,0.146699995,MS004
1118,48,1,DM29 + Galactose,0.23969999,MS004
1119,48,1,DM29 + Mucin Type II,0.457399994,MS004
1120,48,1,DM29 + GlcNAc,0.093600005,MS004
1121,48,1,DM29 + Sialic Acid,0.093499988,MS004
1122,48,2,DM29,0.216099992,MS004
1123,48,2,DM29 + Glucose,0.142500013,MS004
1124,48,2,DM29 + Galactose,0.229599982,MS004
1125,48,2,DM29 + Mucin Type II,0.452699989,MS004
1126,48,2,DM29 + GlcNAc,0.095400006,MS004
1127,48,2,DM29 + Sialic Acid,0.0898,MS004
1128,48,3,DM29,0.208100006,MS004
1129,48,3,DM29 + Glucose,0.1417,MS004
1130,48,3,DM29 + Galactose,0.224099994,MS004
1131,48,3,DM29 + Mucin Type II,0.451400012,MS004
1132,48,3,DM29 + GlcNAc,0.094500005,MS004
1133,48,3,DM29 + Sialic Acid,0.092899993,MS004
1134,51,1,DM29,0.151700005,MS004
1135,51,1,DM29 + Glucose,0.139699996,MS004
1136,51,1,DM29 + Galactose,0.238000006,MS004
1137,51,1,DM29 + Mucin Type II,0.481900007,MS004
1138,51,1,DM29 + GlcNAc,0.092199996,MS004
1139,51,1,DM29 + Sialic Acid,0.091299996,MS004
1140,51,2,DM29,0.21800001,MS004
1141,51,2,DM29 + Glucose,0.135600001,MS004
1142,51,2,DM29 + Galactose,0.22329998,MS004
1143,51,2,DM29 + Mucin Type II,0.471299976,MS004
1144,51,2,DM29 + GlcNAc,0.094400004,MS004
1145,51,2,DM29 + Sialic Acid,0.088599995,MS004
1146,51,3,DM29,0.198600009,MS004
1147,51,3,DM29 + Glucose,0.136200011,MS004
1148,51,3,DM29 + Galactose,0.211899996,MS004
1149,51,3,DM29 + Mucin Type II,0.474599987,MS004
1150,51,3,DM29 + GlcNAc,0.093600005,MS004
1151,51,3,DM29 + Sialic Acid,0.091600001,MS004
1152,54,1,DM29,0.151900008,MS004
1153,54,1,DM29 + Glucose,0.136999995,MS004
1154,54,1,DM29 + Galactose,0.228899986,MS004
1155,54,1,DM29 + Mucin Type II,0.496700019,MS004
1156,54,1,DM29 + GlcNAc,0.092900008,MS004
1157,54,1,DM29 + Sialic Acid,0.091899991,MS004
1158,54,2,DM29,0.2174,MS004
1159,54,2,DM29 + Glucose,0.1329,MS004
1160,54,2,DM29 + Galactose,0.219300002,MS004
1161,54,2,DM29 + Mucin Type II,0.480999976,MS004
1162,54,2,DM29 + GlcNAc,0.094899997,MS004
1163,54,2,DM29 + Sialic Acid,0.089299992,MS004
1164,54,3,DM29,0.198299989,MS004
1165,54,3,DM29 + Glucose,0.1329,MS004
1166,54,3,DM29 + Galactose,0.201799989,MS004
1167,54,3,DM29 + Mucin Type II,0.485900015,MS004
1168,54,3,DM29 + GlcNAc,0.093400001,MS004
1169,54,3,DM29 + Sialic Acid,0.093399987,MS004
1170,57,1,DM29,0.163400009,MS004
1171,57,1,DM29 + Glucose,0.13319999,MS004
1172,57,1,DM29 + Galactose,0.2403,MS004
1173,57,1,DM29 + Mucin Type II,0.502999991,MS004
1174,57,1,DM29 + GlcNAc,0.091600001,MS004
1175,57,1,DM29 + Sialic Acid,0.089599997,MS004
1176,57,2,DM29,0.216200009,MS004
1177,57,2,DM29 + Glucose,0.128800005,MS004
1178,57,2,DM29 + Galactose,0.218600005,MS004
1179,57,2,DM29 + Mucin Type II,0.495200008,MS004
1180,57,2,DM29 + GlcNAc,0.093800008,MS004
1181,57,2,DM29 + Sialic Acid,0.089099988,MS004
1182,57,3,DM29,0.196800008,MS004
1183,57,3,DM29 + Glucose,0.13319999,MS004
1184,57,3,DM29 + Galactose,0.206200004,MS004
1185,57,3,DM29 + Mucin Type II,0.494999975,MS004
1186,57,3,DM29 + GlcNAc,0.0933,MS004
1187,57,3,DM29 + Sialic Acid,0.090899989,MS004
1188,60,1,DM29,0.1646,MS004
1189,60,1,DM29 + Glucose,0.132200003,MS004
1190,60,1,DM29 + Galactose,0.245099992,MS004
1191,60,1,DM29 + Mucin Type II,0.521800011,MS004
1192,60,1,DM29 + GlcNAc,0.095400006,MS004
1193,60,1,DM29 + Sialic Acid,0.089099988,MS004
1194,60,2,DM29,0.212200001,MS004
1195,60,2,DM29 + Glucose,0.127700001,MS004
1196,60,2,DM29 + Galactose,0.221699983,MS004
1197,60,2,DM29 + Mucin Type II,0.514799982,MS004
1198,60,2,DM29 + GlcNAc,0.094699994,MS004
1199,60,2,DM29 + Sialic Acid,0.089899987,MS004
1200,60,3,DM29,0.188599989,MS004
1201,60,3,DM29 + Glucose,0.133000016,MS004
1202,60,3,DM29 + Galactose,0.207399994,MS004
1203,60,3,DM29 + Mucin Type II,0.50909999,MS004
1204,60,3,DM29 + GlcNAc,0.094300002,MS004
1205,60,3,DM29 + Sialic Acid,0.091399997,MS004
1206,63,1,DM29,0.17279999,MS004
1207,63,1,DM29 + Glucose,0.130400002,MS004
1208,63,1,DM29 + Galactose,0.244499981,MS004
1209,63,1,DM29 + Mucin Type II,0.525899977,MS004
1210,63,1,DM29 + GlcNAc,0.082300007,MS004
1211,63,1,DM29 + Sialic Acid,0.088599995,MS004
1212,63,2,DM29,0.201800004,MS004
1213,63,2,DM29 + Glucose,0.125800013,MS004
1214,63,2,DM29 + Galactose,0.206699997,MS004
1215,63,2,DM29 + Mucin Type II,0.516500026,MS004
1216,63,2,DM29 + GlcNAc,0.068800002,MS004
1217,63,2,DM29 + Sialic Acid,0.089299992,MS004
1218,63,3,DM29,0.184400007,MS004
1219,63,3,DM29 + Glucose,0.13260001,MS004
1220,63,3,DM29 + Galactose,0.216299981,MS004
1221,63,3,DM29 + Mucin Type II,0.507100016,MS004
1222,63,3,DM29 + GlcNAc,0.092500001,MS004
1223,63,3,DM29 + Sialic Acid,0.090700001,MS004
1224,66,1,DM29,0.157600001,MS004
1225,66,1,DM29 + Glucose,0.131599992,MS004
1226,66,1,DM29 + Galactose,0.2509,MS004
1227,66,1,DM29 + Mucin Type II,0.523799986,MS004
1228,66,1,DM29 + GlcNAc,0.082900003,MS004
1229,66,1,DM29 + Sialic Acid,0.090299994,MS004
1230,66,2,DM29,0.201500013,MS004
1231,66,2,DM29 + Glucose,0.127299994,MS004
1232,66,2,DM29 + Galactose,0.198199987,MS004
1233,66,2,DM29 + Mucin Type II,0.522799999,MS004
1234,66,2,DM29 + GlcNAc,0.056099996,MS004
1235,66,2,DM29 + Sialic Acid,0.09009999,MS004
1236,66,3,DM29,0.183000013,MS004
1237,66,3,DM29 + Glucose,0.134000003,MS004
1238,66,3,DM29 + Galactose,0.206599981,MS004
1239,66,3,DM29 + Mucin Type II,0.479299992,MS004
1240,66,3,DM29 + GlcNAc,0.129500002,MS004
1241,66,3,DM29 + Sialic Acid,0.110799998,MS004
1242,0,1,DM29,0.011399999,MS006
1243,0,1,DM29 + Glucose,0.027899995,MS006
1244,0,1,DM29 + Galactose,0.011500008,MS006
1245,0,1,DM29 + Mucin Type II,0.022499979,MS006
1246,0,1,DM29 + GlcNAc,0.014499992,MS006
1247,0,1,DM29 + Sialic Acid,0.02170001,MS006
1248,0,2,DM29,0.013799995,MS006
1249,0,2,DM29 + Glucose,0.026199996,MS006
1250,0,2,DM29 + Galactose,0.014199995,MS006
1251,0,2,DM29 + Mucin Type II,0.022799999,MS006
1252,0,2,DM29 + GlcNAc,0.019999996,MS006
1253,0,2,DM29 + Sialic Acid,0.020800009,MS006
1254,0,3,DM29,0.015399993,MS006
1255,0,3,DM29 + Glucose,0.028200001,MS006
1256,0,3,DM29 + Galactose,0.012800001,MS006
1257,0,3,DM29 + Mucin Type II,0.028200001,MS006
1258,0,3,DM29 + GlcNAc,0.019699991,MS006
1259,0,3,DM29 + Sialic Acid,0.017400011,MS006
1260,3,1,DM29,0.101799995,MS006
1261,3,1,DM29 + Glucose,0.262500003,MS006
1262,3,1,DM29 + Galactose,0.075199999,MS006
1263,3,1,DM29 + Mucin Type II,0.098499984,MS006
1264,3,1,DM29 + GlcNAc,0.227899984,MS006
1265,3,1,DM29 + Sialic Acid,0.192200005,MS006
1266,3,2,DM29,0.107599989,MS006
1267,3,2,DM29 + Glucose,0.276400015,MS006
1268,3,2,DM29 + Galactose,0.076500006,MS006
1269,3,2,DM29 + Mucin Type II,0.1153,MS006
1270,3,2,DM29 + GlcNAc,0.239799991,MS006
1271,3,2,DM29 + Sialic Acid,0.191400021,MS006
1272,3,3,DM29,0.108599991,MS006
1273,3,3,DM29 + Glucose,0.27229999,MS006
1274,3,3,DM29 + Galactose,0.077699996,MS006
1275,3,3,DM29 + Mucin Type II,0.10619998,MS006
1276,3,3,DM29 + GlcNAc,0.234799996,MS006
1277,3,3,DM29 + Sialic Acid,0.187299997,MS006
1278,6,1,DM29,0.243000001,MS006
1279,6,1,DM29 + Glucose,0.50440003,MS006
1280,6,1,DM29 + Galactose,0.2293,MS006
1281,6,1,DM29 + Mucin Type II,0.198200017,MS006
1282,6,1,DM29 + GlcNAc,0.456299976,MS006
1283,6,1,DM29 + Sialic Acid,0.453500003,MS006
1284,6,2,DM29,0.253299981,MS006
1285,6,2,DM29 + Glucose,0.503900007,MS006
1286,6,2,DM29 + Galactose,0.224700011,MS006
1287,6,2,DM29 + Mucin Type II,0.221399993,MS006
1288,6,2,DM29 + GlcNAc,0.479999974,MS006
1289,6,2,DM29 + Sialic Acid,0.467799991,MS006
1290,6,3,DM29,0.248699993,MS006
1291,6,3,DM29 + Glucose,0.496899977,MS006
1292,6,3,DM29 + Galactose,0.227600016,MS006
1293,6,3,DM29 + Mucin Type II,0.214599997,MS006
1294,6,3,DM29 + GlcNAc,0.469299987,MS006
1295,6,3,DM29 + Sialic Acid,0.441599995,MS006
1296,9,1,DM29,0.289199978,MS006
1297,9,1,DM29 + Glucose,0.542100027,MS006
1298,9,1,DM29 + Galactose,0.282300003,MS006
1299,9,1,DM29 + Mucin Type II,0.229999989,MS006
1300,9,1,DM29 + GlcNAc,0.483400002,MS006
1301,9,1,DM29 + Sialic Acid,0.496899992,MS006
1302,9,2,DM29,0.307300001,MS006
1303,9,2,DM29 + Glucose,0.538800016,MS006
1304,9,2,DM29 + Galactose,0.276299991,MS006
1305,9,2,DM29 + Mucin Type II,0.238999993,MS006
1306,9,2,DM29 + GlcNAc,0.495700017,MS006
1307,9,2,DM29 + Sialic Acid,0.485699981,MS006
1308,9,3,DM29,0.317699999,MS006
1309,9,3,DM29 + Glucose,0.510599986,MS006
1310,9,3,DM29 + Galactose,0.281499989,MS006
1311,9,3,DM29 + Mucin Type II,0.231900007,MS006
1312,9,3,DM29 + GlcNAc,0.480799988,MS006
1313,9,3,DM29 + Sialic Acid,0.477300018,MS006
1314,12,1,DM29,0.305700004,MS006
1315,12,1,DM29 + Glucose,0.55930002,MS006
1316,12,1,DM29 + Galactose,0.275500007,MS006
1317,12,1,DM29 + Mucin Type II,0.231200009,MS006
1318,12,1,DM29 + GlcNAc,0.490499988,MS006
1319,12,1,DM29 + Sialic Acid,0.506800026,MS006
1320,12,2,DM29,0.316599995,MS006
1321,12,2,DM29 + Glucose,0.546700016,MS006
1322,12,2,DM29 + Galactose,0.262699999,MS006
1323,12,2,DM29 + Mucin Type II,0.236600012,MS006
1324,12,2,DM29 + GlcNAc,0.505999997,MS006
1325,12,2,DM29 + Sialic Acid,0.493400008,MS006
1326,12,3,DM29,0.330199987,MS006
1327,12,3,DM29 + Glucose,0.509300008,MS006
1328,12,3,DM29 + Galactose,0.261199989,MS006
1329,12,3,DM29 + Mucin Type II,0.224799961,MS006
1330,12,3,DM29 + GlcNAc,0.488500014,MS006
1331,12,3,DM29 + Sialic Acid,0.465599984,MS006
1332,15,1,DM29,0.308599979,MS006
1333,15,1,DM29 + Glucose,0.559099987,MS006
1334,15,1,DM29 + Galactose,0.278900005,MS006
1335,15,1,DM29 + Mucin Type II,0.233599991,MS006
1336,15,1,DM29 + GlcNAc,0.45099999,MS006
1337,15,1,DM29 + Sialic Acid,0.474100024,MS006
1338,15,2,DM29,0.306199998,MS006
1339,15,2,DM29 + Glucose,0.545499995,MS006
1340,15,2,DM29 + Galactose,0.254599996,MS006
1341,15,2,DM29 + Mucin Type II,0.236900002,MS006
1342,15,2,DM29 + GlcNAc,0.466299966,MS006
1343,15,2,DM29 + Sialic Acid,0.448399991,MS006
1344,15,3,DM29,0.316499978,MS006
1345,15,3,DM29 + Glucose,0.504199997,MS006
1346,15,3,DM29 + Galactose,0.240700014,MS006
1347,15,3,DM29 + Mucin Type II,0.218300015,MS006
1348,15,3,DM29 + GlcNAc,0.450299993,MS006
1349,15,3,DM29 + Sialic Acid,0.412399977,MS006
1350,18,1,DM29,0.325499982,MS006
1351,18,1,DM29 + Glucose,0.542100027,MS006
1352,18,1,DM29 + Galactose,0.288300015,MS006
1353,18,1,DM29 + Mucin Type II,0.239399999,MS006
1354,18,1,DM29 + GlcNAc,0.446599975,MS006
1355,18,1,DM29 + Sialic Acid,0.468000025,MS006
1356,18,2,DM29,0.317699999,MS006
1357,18,2,DM29 + Glucose,0.525600031,MS006
1358,18,2,DM29 + Galactose,0.2557,MS006
1359,18,2,DM29 + Mucin Type II,0.244699985,MS006
1360,18,2,DM29 + GlcNAc,0.443399981,MS006
1361,18,2,DM29 + Sialic Acid,0.435300022,MS006
1362,18,3,DM29,0.321799993,MS006
1363,18,3,DM29 + Glucose,0.491800025,MS006
1364,18,3,DM29 + Galactose,0.237699993,MS006
1365,18,3,DM29 + Mucin Type II,0.221699983,MS006
1366,18,3,DM29 + GlcNAc,0.421199992,MS006
1367,18,3,DM29 + Sialic Acid,0.387600035,MS006
1368,21,1,DM29,0.35589999,MS006
1369,21,1,DM29 + Glucose,0.529500022,MS006
1370,21,1,DM29 + Galactose,0.312300004,MS006
1371,21,1,DM29 + Mucin Type II,0.25850001,MS006
1372,21,1,DM29 + GlcNAc,0.499499992,MS006
1373,21,1,DM29 + Sialic Acid,0.490399987,MS006
1374,21,2,DM29,0.337500006,MS006
1375,21,2,DM29 + Glucose,0.499399975,MS006
1376,21,2,DM29 + Galactose,0.260600008,MS006
1377,21,2,DM29 + Mucin Type II,0.262699991,MS006
1378,21,2,DM29 + GlcNAc,0.465299979,MS006
1379,21,2,DM29 + Sialic Acid,0.443800002,MS006
1380,21,3,DM29,0.33039999,MS006
1381,21,3,DM29 + Glucose,0.463300005,MS006
1382,21,3,DM29 + Galactose,0.243299998,MS006
1383,21,3,DM29 + Mucin Type II,0.235500008,MS006
1384,21,3,DM29 + GlcNAc,0.427999988,MS006
1385,21,3,DM29 + Sialic Acid,0.390899986,MS006
1386,24,1,DM29,0.354499996,MS006
1387,24,1,DM29 + Glucose,0.567399994,MS006
1388,24,1,DM29 + Galactose,0.302600004,MS006
1389,24,1,DM29 + Mucin Type II,0.259900004,MS006
1390,24,1,DM29 + GlcNAc,0.518700019,MS006
1391,24,1,DM29 + Sialic Acid,0.44689998,MS006
1392,24,2,DM29,0.340700001,MS006
1393,24,2,DM29 + Glucose,0.510500029,MS006
1394,24,2,DM29 + Galactose,0.254500009,MS006
1395,24,2,DM29 + Mucin Type II,0.260099977,MS006
1396,24,2,DM29 + GlcNAc,0.477000013,MS006
1397,24,2,DM29 + Sialic Acid,0.377000004,MS006
1398,24,3,DM29,0.325800002,MS006
1399,24,3,DM29 + Glucose,0.459299997,MS006
1400,24,3,DM29 + Galactose,0.243299998,MS006
1401,24,3,DM29 + Mucin Type II,0.233400017,MS006
1402,24,3,DM29 + GlcNAc,0.429399982,MS006
1403,24,3,DM29 + Sialic Acid,0.328700006,MS006
1404,27,1,DM29,0.36559999,MS006
1405,27,1,DM29 + Glucose,0.592899993,MS006
1406,27,1,DM29 + Galactose,0.310700007,MS006
1407,27,1,DM29 + Mucin Type II,0.270300001,MS006
1408,27,1,DM29 + GlcNAc,0.529299989,MS006
1409,27,1,DM29 + Sialic Acid,0.268299997,MS006
1410,27,2,DM29,0.341399997,MS006
1411,27,2,DM29 + Glucose,0.529500022,MS006
1412,27,2,DM29 + Galactose,0.250799991,MS006
1413,27,2,DM29 + Mucin Type II,0.267100006,MS006
1414,27,2,DM29 + GlcNAc,0.479100004,MS006
1415,27,2,DM29 + Sialic Acid,0.214599997,MS006
1416,27,3,DM29,0.321099997,MS006
1417,27,3,DM29 + Glucose,0.475099996,MS006
1418,27,3,DM29 + Galactose,0.233300008,MS006
1419,27,3,DM29 + Mucin Type II,0.238299996,MS006
1420,27,3,DM29 + GlcNAc,0.425399974,MS006
1421,27,3,DM29 + Sialic Acid,0.180800021,MS006
1422,30,1,DM29,0.368599981,MS006
1423,30,1,DM29 + Glucose,0.597700015,MS006
1424,30,1,DM29 + Galactose,0.309600003,MS006
1425,30,1,DM29 + Mucin Type II,0.281999975,MS006
1426,30,1,DM29 + GlcNAc,0.519400015,MS006
1427,30,1,DM29 + Sialic Acid,0.166500002,MS006
1428,30,2,DM29,0.341899991,MS006
1429,30,2,DM29 + Glucose,0.539999977,MS006
1430,30,2,DM29 + Galactose,0.246499993,MS006
1431,30,2,DM29 + Mucin Type II,0.27729997,MS006
1432,30,2,DM29 + GlcNAc,0.471900001,MS006
1433,30,2,DM29 + Sialic Acid,0.123600006,MS006
1434,30,3,DM29,0.318399996,MS006
1435,30,3,DM29 + Glucose,0.477800026,MS006
1436,30,3,DM29 + Galactose,0.218999989,MS006
1437,30,3,DM29 + Mucin Type II,0.249500006,MS006
1438,30,3,DM29 + GlcNAc,0.418599978,MS006
1439,30,3,DM29 + Sialic Acid,0.105400011,MS006
1440,33,1,DM29,0.380199969,MS006
1441,33,1,DM29 + Glucose,0.605499998,MS006
1442,33,1,DM29 + Galactose,0.3288,MS006
1443,33,1,DM29 + Mucin Type II,0.298099965,MS006
1444,33,1,DM29 + GlcNAc,0.337899998,MS006
1445,33,1,DM29 + Sialic Acid,0.146200001,MS006
1446,33,2,DM29,0.360499978,MS006
1447,33,2,DM29 + Glucose,0.545399979,MS006
1448,33,2,DM29 + Galactose,0.252200015,MS006
1449,33,2,DM29 + Mucin Type II,0.292199999,MS006
1450,33,2,DM29 + GlcNAc,0.329700008,MS006
1451,33,2,DM29 + Sialic Acid,0.114900008,MS006
1452,33,3,DM29,0.317299992,MS006
1453,33,3,DM29 + Glucose,0.484099999,MS006
1454,33,3,DM29 + Galactose,0.221899994,MS006
1455,33,3,DM29 + Mucin Type II,0.25819996,MS006
1456,33,3,DM29 + GlcNAc,0.330499992,MS006
1457,33,3,DM29 + Sialic Acid,0.090600014,MS006
1458,36,1,DM29,0.405699968,MS006
1459,36,1,DM29 + Glucose,0.570000008,MS006
1460,36,1,DM29 + Galactose,0.361099996,MS006
1461,36,1,DM29 + Mucin Type II,0.314399987,MS006
1462,36,1,DM29 + GlcNAc,0.306700006,MS006
1463,36,1,DM29 + Sialic Acid,0.166600019,MS006
1464,36,2,DM29,0.385500014,MS006
1465,36,2,DM29 + Glucose,0.525100008,MS006
1466,36,2,DM29 + Galactose,0.281100012,MS006
1467,36,2,DM29 + Mucin Type II,0.302000016,MS006
1468,36,2,DM29 + GlcNAc,0.278700009,MS006
1469,36,2,DM29 + Sialic Acid,0.12380001,MS006
1470,36,3,DM29,0.341299981,MS006
1471,36,3,DM29 + Glucose,0.489600018,MS006
1472,36,3,DM29 + Galactose,0.243999995,MS006
1473,36,3,DM29 + Mucin Type II,0.281999975,MS006
1474,36,3,DM29 + GlcNAc,0.244400009,MS006
1475,36,3,DM29 + Sialic Acid,0.1118,MS006
1476,39,1,DM29,0.412100017,MS006
1477,39,1,DM29 + Glucose,0.332600012,MS006
1478,39,1,DM29 + Galactose,0.365199991,MS006
1479,39,1,DM29 + Mucin Type II,0.312700003,MS006
1480,39,1,DM29 + GlcNAc,0.166600004,MS006
1481,39,1,DM29 + Sialic Acid,0.124000013,MS006
1482,39,2,DM29,0.396499991,MS006
1483,39,2,DM29 + Glucose,0.319800004,MS006
1484,39,2,DM29 + Galactose,0.282500006,MS006
1485,39,2,DM29 + Mucin Type II,0.299499959,MS006
1486,39,2,DM29 + GlcNAc,0.133799985,MS006
1487,39,2,DM29 + Sialic Acid,0.126000017,MS006
1488,39,3,DM29,0.344699979,MS006
1489,39,3,DM29 + Glucose,0.338000014,MS006
1490,39,3,DM29 + Galactose,0.238799997,MS006
1491,39,3,DM29 + Mucin Type II,0.280499965,MS006
1492,39,3,DM29 + GlcNAc,0.125100002,MS006
1493,39,3,DM29 + Sialic Acid,0.108600006,MS006
1494,42,1,DM29,0.407700002,MS006
1495,42,1,DM29 + Glucose,0.320200011,MS006
1496,42,1,DM29 + Galactose,0.357900001,MS006
1497,42,1,DM29 + Mucin Type II,0.3134,MS006
1498,42,1,DM29 + GlcNAc,0.132599995,MS006
1499,42,1,DM29 + Sialic Acid,0.104200006,MS006
1500,42,2,DM29,0.390999973,MS006
1501,42,2,DM29 + Glucose,0.320400014,MS006
1502,42,2,DM29 + Galactose,0.278700002,MS006
1503,42,2,DM29 + Mucin Type II,0.304699987,MS006
1504,42,2,DM29 + GlcNAc,0.093999997,MS006
1505,42,2,DM29 + Sialic Acid,0.102200001,MS006
1506,42,3,DM29,0.340299994,MS006
1507,42,3,DM29 + Glucose,0.258299991,MS006
1508,42,3,DM29 + Galactose,0.233199991,MS006
1509,42,3,DM29 + Mucin Type II,0.280999988,MS006
1510,42,3,DM29 + GlcNAc,0.100199997,MS006
1511,42,3,DM29 + Sialic Acid,0.124400005,MS006
1512,45,1,DM29,0.367899984,MS006
1513,45,1,DM29 + Glucose,0.240300015,MS006
1514,45,1,DM29 + Galactose,0.348600008,MS006
1515,45,1,DM29 + Mucin Type II,0.335999996,MS006
1516,45,1,DM29 + GlcNAc,0.104299992,MS006
1517,45,1,DM29 + Sialic Acid,0.099900007,MS006
1518,45,2,DM29,0.366099983,MS006
1519,45,2,DM29 + Glucose,0.243100002,MS006
1520,45,2,DM29 + Galactose,0.269499995,MS006
1521,45,2,DM29 + Mucin Type II,0.326499969,MS006
1522,45,2,DM29 + GlcNAc,0.116599992,MS006
1523,45,2,DM29 + Sialic Acid,0.083200008,MS006
1524,45,3,DM29,0.328199983,MS006
1525,45,3,DM29 + Glucose,0.212300017,MS006
1526,45,3,DM29 + Galactose,0.230600007,MS006
1527,45,3,DM29 + Mucin Type II,0.296799988,MS006
1528,45,3,DM29 + GlcNAc,0.079300001,MS006
1529,45,3,DM29 + Sialic Acid,0.133300006,MS006
1530,48,1,DM29,0.341199994,MS006
1531,48,1,DM29 + Glucose,0.193299994,MS006
1532,48,1,DM29 + Galactose,0.364,MS006
1533,48,1,DM29 + Mucin Type II,0.353799969,MS006
1534,48,1,DM29 + GlcNAc,0.123500004,MS006
1535,48,1,DM29 + Sialic Acid,0.096000001,MS006
1536,48,2,DM29,0.350199997,MS006
1537,48,2,DM29 + Glucose,0.116099998,MS006
1538,48,2,DM29 + Galactose,0.289599992,MS006
1539,48,2,DM29 + Mucin Type II,0.344300002,MS006
1540,48,2,DM29 + GlcNAc,0.187800005,MS006
1541,48,2,DM29 + Sialic Acid,0.092200011,MS006
1542,48,3,DM29,0.306099981,MS006
1543,48,3,DM29 + Glucose,0.114700005,MS006
1544,48,3,DM29 + Galactose,0.24629999,MS006
1545,48,3,DM29 + Mucin Type II,0.32069996,MS006
1546,48,3,DM29 + GlcNAc,0.068999991,MS006
1547,48,3,DM29 + Sialic Acid,0.065099999,MS006
1548,51,1,DM29,0.199200004,MS006
1549,51,1,DM29 + Glucose,0.178899989,MS006
1550,51,1,DM29 + Galactose,0.303999998,MS006
1551,51,1,DM29 + Mucin Type II,0.354499966,MS006
1552,51,1,DM29 + GlcNAc,0.198799983,MS006
1553,51,1,DM29 + Sialic Acid,0.156500012,MS006
1554,51,2,DM29,0.2773,MS006
1555,51,2,DM29 + Glucose,0.105599999,MS006
1556,51,2,DM29 + Galactose,0.308499999,MS006
1557,51,2,DM29 + Mucin Type II,0.350100011,MS006
1558,51,2,DM29 + GlcNAc,0.132100001,MS006
1559,51,2,DM29 + Sialic Acid,0.085200012,MS006
1560,51,3,DM29,0.264899999,MS006
1561,51,3,DM29 + Glucose,0.065200001,MS006
1562,51,3,DM29 + Galactose,0.260299988,MS006
1563,51,3,DM29 + Mucin Type II,0.335700005,MS006
1564,51,3,DM29 + GlcNAc,0.06629999,MS006
1565,51,3,DM29 + Sialic Acid,0.068000004,MS006
1566,54,1,DM29,0.186800003,MS006
1567,54,1,DM29 + Glucose,0.156000003,MS006
1568,54,1,DM29 + Galactose,0.1774,MS006
1569,54,1,DM29 + Mucin Type II,0.359999985,MS006
1570,54,1,DM29 + GlcNAc,0.137799993,MS006
